user,time,GL,URL
User1,132553,GL2_13,/zh_tw/information/trafficlist
User1,132553,GL5_5,/zh_tw/information/trafficlist
User1,132553,GL5_6,/zh_tw/information/trafficlist
User1,132553,GL6_2,/zh_tw/information/trafficlist
User1,132609,GL1_5,/zh_tw/information/taoyuanairport
User2,164119,GL2_14,/en/
User2,164126,GL1_4,/en/
User2,164126,GL5_5,/en/
User2,164126,GL5_6,/en/
User2,164209,GL1_5,/en/attraction/details/579
User2,164224,GL1_4,/en/
User2,164224,GL5_5,/en/
User2,164224,GL5_6,/en/
User2,164227,GL2_9,/en/
User2,164227,GL6_2,/en/
User2,164241,GL2_6,/zh_tw
User2,164304,GL1_4,/zh_tw
User2,164304,GL5_5,/zh_tw
User2,164304,GL5_6,/zh_tw
User2,164313,GL2_13,/zh_tw
User2,164313,GL5_5,/zh_tw
User2,164313,GL5_6,/zh_tw
User2,164313,GL6_2,/zh_tw
User2,164316,GL2_13,/zh_tw
User2,164316,GL5_5,/zh_tw
User2,164317,GL5_6,/zh_tw
User2,164317,GL6_2,/zh_tw
User2,164320,GL2_13,/zh_tw/information/trafficlist
User2,164320,GL5_5,/zh_tw/information/trafficlist
User2,164320,GL5_6,/zh_tw/information/trafficlist
User2,164320,GL6_2,/zh_tw/information/trafficlist
User2,164322,GL1_5,/zh_tw/information/taoyuanairport
User2,164337,GL1_7,/zh_tw/information/taoyuanairport
User2,164337,GL6_2,/zh_tw/information/taoyuanairport
User2,164340,GL1_5,/zh_tw/information/trafficlist
User2,164348,GL1_5,/zh_tw/information/trafficlist
User2,164405,GL2_13,/zh_tw/information/trafficlist
User2,164405,GL5_5,/zh_tw/information/trafficlist
User2,164405,GL5_6,/zh_tw/information/trafficlist
User2,164405,GL6_2,/zh_tw/information/trafficlist
User2,164415,GL1_7,/zh_tw/information/thsr
User2,164415,GL6_2,/zh_tw/information/thsr
User2,164418,GL2_13,/zh_tw/information/trafficlist
User2,164418,GL5_5,/zh_tw/information/trafficlist
User2,164418,GL5_6,/zh_tw/information/trafficlist
User2,164418,GL6_2,/zh_tw/information/trafficlist
User2,164427,GL1_5,/zh_tw/information/bus
User2,164428,GL1_7,/zh_tw/information/bus
User2,164428,GL6_2,/zh_tw/information/bus
User2,164433,GL1_7,/zh_tw/information/trafficlist
User2,164433,GL6_2,/zh_tw/information/trafficlist
User2,164436,GL1_7,/zh_tw/information/trafficlist
User2,164436,GL6_2,/zh_tw/information/trafficlist
User2,164440,GL1_7,/zh_tw/information/trafficlist
User2,164440,GL6_2,/zh_tw/information/trafficlist
User2,164443,GL1_6,/zh_tw/information/trafficlist
User2,164443,GL6_2,/zh_tw/information/trafficlist
User2,164446,GL1_4,/zh_tw
User2,164446,GL5_5,/zh_tw
User2,164446,GL5_6,/zh_tw
User2,164449,GL2_13,/zh_tw
User2,164449,GL5_5,/zh_tw
User2,164449,GL5_6,/zh_tw
User2,164449,GL6_2,/zh_tw
User2,164456,GL2_13,/zh_tw
User2,164456,GL5_5,/zh_tw
User2,164456,GL5_6,/zh_tw
User2,164456,GL6_2,/zh_tw
User2,164459,GL1_7,/zh_tw/information/trafficlist
User2,164459,GL6_2,/zh_tw/information/trafficlist
User2,164501,GL1_5,/zh_tw/information/trafficlist
User2,164501,GL1_4,/zh_tw/information/trafficlist
User2,164501,GL5_5,/zh_tw/information/trafficlist
User2,164501,GL5_6,/zh_tw/information/trafficlist
User2,164504,GL2_13,/zh_tw/information/trafficlist
User2,164504,GL5_5,/zh_tw/information/trafficlist
User2,164504,GL5_6,/zh_tw/information/trafficlist
User2,164504,GL6_2,/zh_tw/information/trafficlist
User2,164515,GL1_5,/zh_tw/information/tipslist
User2,164517,GL1_6,/zh_tw/information/tipslist
User2,164517,GL6_2,/zh_tw/information/tipslist
User2,164519,GL1_4,/zh_tw/information/tipslist
User2,164519,GL5_5,/zh_tw/information/tipslist
User2,164519,GL5_6,/zh_tw/information/tipslist
User2,164529,GL1_4,/zh_tw
User2,164529,GL5_5,/zh_tw
User2,164529,GL5_6,/zh_tw
User2,164535,GL2_13,/zh_tw
User2,164535,GL5_5,/zh_tw
User2,164535,GL5_6,/zh_tw
User2,164535,GL6_2,/zh_tw
User2,164540,GL1_4,/zh_tw
User2,164545,GL2_13,/zh_tw
User2,164545,GL5_5,/zh_tw
User2,164545,GL5_6,/zh_tw
User2,164545,GL6_2,/zh_tw
User2,164547,GL1_4,/zh_tw
User2,164550,GL2_13,/zh_tw
User2,164550,GL5_5,/zh_tw
User2,164550,GL5_6,/zh_tw
User2,164550,GL6_2,/zh_tw
User2,164555,GL2_13,/zh_tw
User2,164555,GL5_5,/zh_tw
User2,164555,GL5_6,/zh_tw
User2,164555,GL6_2,/zh_tw
User2,164601,GL2_13,/zh_tw/information/trafficlist
User2,164601,GL5_5,/zh_tw/information/trafficlist
User2,164601,GL5_6,/zh_tw/information/trafficlist
User2,164601,GL6_2,/zh_tw/information/trafficlist
User2,164710,GL6_2,/zh_tw/information/taxi
User2,164712,GL1_5,/zh_tw/information/trafficlist
User2,164714,GL1_4,/zh_tw/information/trafficlist
User2,164714,GL5_5,/zh_tw/information/trafficlist
User2,164714,GL5_6,/zh_tw/information/trafficlist
User2,164716,GL2_13,/zh_tw/information/trafficlist
User2,164716,GL5_5,/zh_tw/information/trafficlist
User2,164716,GL5_6,/zh_tw/information/trafficlist
User2,164716,GL6_2,/zh_tw/information/trafficlist
User2,164719,GL1_5,/zh_tw/information/tipslist
User2,164722,GL1_4,/zh_tw/information/tipslist
User2,164722,GL5_5,/zh_tw/information/tipslist
User2,164722,GL5_6,/zh_tw/information/tipslist
User2,164723,GL2_13,/zh_tw/information/tipslist
User2,164723,GL5_5,/zh_tw/information/tipslist
User2,164723,GL5_6,/zh_tw/information/tipslist
User2,164723,GL6_2,/zh_tw/information/tipslist
User3,112237,GL1_4,/en/
User3,112237,GL5_5,/en/
User3,112237,GL5_6,/en/
User3,112239,GL2_9,/en/
User3,112239,GL6_2,/en/
User3,112312,GL2_6,/zh_tw
User3,112333,GL1_4,/zh_tw
User3,112333,GL5_5,/zh_tw
User3,112333,GL5_6,/zh_tw
User3,112337,GL1_4,/zh_tw
User3,112337,GL5_5,/zh_tw
User3,112337,GL5_6,/zh_tw
User3,112412,GL1_4,/zh_tw
User3,112412,GL5_5,/zh_tw
User3,112412,GL5_6,/zh_tw
User3,112419,GL2_13,/zh_tw
User3,112419,GL5_5,/zh_tw
User3,112419,GL5_6,/zh_tw
User3,112419,GL6_2,/zh_tw
User3,112424,GL1_4,/zh_tw
User3,112428,GL1_4,/zh_tw
User3,112428,GL5_5,/zh_tw
User3,112428,GL5_6,/zh_tw
User3,112429,GL2_14,/zh_tw
User3,112429,GL2_14,/zh_tw
User3,112430,GL1_4,/zh_tw
User3,112430,GL5_5,/zh_tw
User3,112430,GL5_6,/zh_tw
User3,112434,GL1_4,/zh_tw
User3,112434,GL5_5,/zh_tw
User3,112434,GL5_6,/zh_tw
User3,112447,GL1_4,/zh_tw
User3,112447,GL5_5,/zh_tw
User3,112447,GL5_6,/zh_tw
User3,112453,GL2_13,/zh_tw
User3,112453,GL5_5,/zh_tw
User3,112453,GL5_6,/zh_tw
User3,112453,GL6_2,/zh_tw
User3,112455,GL2_13,/zh_tw
User3,112455,GL5_5,/zh_tw
User3,112455,GL5_6,/zh_tw
User3,112455,GL6_2,/zh_tw
User3,112457,GL2_13,/zh_tw
User3,112457,GL5_5,/zh_tw
User3,112457,GL5_6,/zh_tw
User3,112457,GL6_2,/zh_tw
User3,112459,GL2_13,/zh_tw
User3,112459,GL5_5,/zh_tw
User3,112459,GL5_6,/zh_tw
User3,112459,GL6_2,/zh_tw
User3,112504,GL2_13,/zh_tw/information/trafficlist
User3,112504,GL5_5,/zh_tw/information/trafficlist
User3,112504,GL5_6,/zh_tw/information/trafficlist
User3,112504,GL6_2,/zh_tw/information/trafficlist
User3,112538,GL1_5,/zh_tw/information/taoyuanairport
User4,162126,GL2_14,/en/
User4,162126,GL2_14,/en/
User4,162126,GL2_14,/en/
User4,162130,GL2_14,/en/
User4,162130,GL2_14,/en/
User4,162130,GL2_14,/en/
User4,162131,GL2_14,/en/
User4,162140,GL2_6,/en/
User4,162146,GL1_4,/en/
User4,162146,GL5_5,/en/
User4,162146,GL5_6,/en/
User4,162156,GL1_4,/en/
User4,162156,GL5_5,/en/
User4,162156,GL5_6,/en/
User4,162159,GL1_4,/en/
User4,162159,GL5_5,/en/
User4,162159,GL5_6,/en/
User4,162200,GL2_9,/en/
User4,162200,GL6_2,/en/
User4,162206,GL2_6,/zh_tw
User4,162237,GL1_4,/zh_tw
User4,162237,GL5_5,/zh_tw
User4,162237,GL5_6,/zh_tw
User4,162253,GL2_13,/zh_tw
User4,162253,GL5_5,/zh_tw
User4,162253,GL5_6,/zh_tw
User4,162253,GL6_2,/zh_tw
User4,162258,GL2_13,/zh_tw
User4,162258,GL5_5,/zh_tw
User4,162258,GL5_6,/zh_tw
User4,162258,GL6_2,/zh_tw
User4,162300,GL1_5,/zh_tw/search
User4,162304,GL1_4,/zh_tw/search
User4,162304,GL5_5,/zh_tw/search
User4,162304,GL5_6,/zh_tw/search
User4,162311,GL1_4,/zh_tw/search
User4,162311,GL5_5,/zh_tw/search
User4,162311,GL5_6,/zh_tw/search
User4,162312,GL1_4,/zh_tw/search
User4,162312,GL5_5,/zh_tw/search
User4,162312,GL5_6,/zh_tw/search
User4,162313,GL2_13,/zh_tw/search
User4,162313,GL5_5,/zh_tw/search
User4,162313,GL5_6,/zh_tw/search
User4,162313,GL6_2,/zh_tw/search
User4,162317,GL1_4,/zh_tw/search
User4,162320,GL2_13,/zh_tw/search
User4,162320,GL5_5,/zh_tw/search
User4,162320,GL5_6,/zh_tw/search
User4,162320,GL6_2,/zh_tw/search
User4,162324,GL1_4,/zh_tw/search
User4,162324,GL5_5,/zh_tw/search
User4,162324,GL5_6,/zh_tw/search
User4,162326,GL1_3,/zh_tw/search
User4,162326,GL6_2,/zh_tw/search
User4,162331,GL2_14,/zh_tw
User4,162331,GL2_14,/zh_tw
User4,162337,GL1_4,/zh_tw
User4,162337,GL5_5,/zh_tw
User4,162337,GL5_6,/zh_tw
User4,162341,GL2_13,/zh_tw
User4,162341,GL5_5,/zh_tw
User4,162341,GL5_6,/zh_tw
User4,162341,GL6_2,/zh_tw
User4,162344,GL1_5,/zh_tw/search
User4,162405,GL1_8,/zh_tw/search
User4,162410,GL6_2,/zh_tw/search
User4,162413,GL1_5,/zh_tw/information/taoyuanairport
User5,230150,GL2_14,/en/
User5,230150,GL2_14,/en/
User5,230151,GL2_14,/en/
User5,230201,GL2_14,/en/
User5,230201,GL2_14,/en/
User5,230201,GL2_14,/en/
User5,230204,GL5_6,/en/
User5,230204,GL5_5,/en/
User5,230204,GL1_4,/en/
User5,230208,GL6_2,/en/
User5,230208,GL2_9,/en/
User5,230213,GL2_14,/zh_tw
User5,230213,GL2_14,/zh_tw
User5,230213,GL2_14,/zh_tw
User5,230226,GL5_6,/zh_tw
User5,230226,GL5_5,/zh_tw
User5,230226,GL1_4,/zh_tw
User5,230231,GL6_2,/zh_tw
User5,230231,GL5_6,/zh_tw
User5,230231,GL5_5,/zh_tw
User5,230231,GL2_13,/zh_tw
User5,230236,GL5_6,/zh_tw
User5,230236,GL5_5,/zh_tw
User5,230236,GL1_4,/zh_tw
User5,230238,GL2_6,/zh_tw
User5,230257,GL2_14,/zh_tw
User5,230257,GL2_14,/zh_tw
User5,230257,GL2_14,/zh_tw
User5,230258,GL5_6,/zh_tw
User5,230258,GL5_5,/zh_tw
User5,230258,GL1_4,/zh_tw
User5,230303,GL5_6,/zh_tw
User5,230303,GL5_5,/zh_tw
User5,230303,GL1_4,/zh_tw
User5,230303,GL2_14,/zh_tw
User5,230303,GL2_14,/zh_tw
User5,230303,GL2_14,/zh_tw
User5,230310,GL6_2,/zh_tw
User5,230310,GL5_6,/zh_tw
User5,230310,GL5_5,/zh_tw
User5,230315,GL2_6,/zh_tw
User5,230324,GL1_5,/zh_tw/information/mrt
User5,230337,GL1_5,/zh_tw/information/mrt
User5,230408,GL5_6,/zh_tw/information/mrt
User5,230408,GL5_5,/zh_tw/information/mrt
User5,230408,GL1_4,/zh_tw/information/mrt
User5,230409,GL6_2,/zh_tw/information/mrt
User5,230409,GL5_6,/zh_tw/information/mrt
User5,230409,GL5_5,/zh_tw/information/mrt
User5,230409,GL2_13,/zh_tw/information/mrt
User5,230413,GL6_2,/zh_tw/information/trafficlist
User5,230413,GL5_6,/zh_tw/information/trafficlist
User5,230413,GL5_5,/zh_tw/information/trafficlist
User5,230413,GL2_13,/zh_tw/information/trafficlist
User5,230416,GL1_5,/zh_tw/information/taoyuanairport
User6,162712,GL1_4,/en/
User6,162712,GL5_5,/en/
User6,162712,GL5_6,/en/
User6,162717,GL2_9,/en/
User6,162717,GL6_2,/en/
User6,162737,GL2_14,/zh_tw
User6,162737,GL2_14,/zh_tw
User6,162737,GL2_14,/zh_tw
User6,162741,GL2_6,/zh_tw
User6,162816,GL1_4,/zh_tw
User6,162816,GL5_5,/zh_tw
User6,162816,GL5_6,/zh_tw
User6,162845,GL2_13,/zh_tw
User6,162845,GL5_5,/zh_tw
User6,162845,GL5_6,/zh_tw
User6,162845,GL6_2,/zh_tw
User6,162852,GL2_13,/zh_tw
User6,162852,GL5_5,/zh_tw
User6,162852,GL5_6,/zh_tw
User6,162852,GL6_2,/zh_tw
User6,162859,GL1_5,/zh_tw/tour/taipeilist
User6,162900,GL1_4,/zh_tw/tour/taipeilist
User6,162900,GL5_5,/zh_tw/tour/taipeilist
User6,162900,GL5_6,/zh_tw/tour/taipeilist
User6,162903,GL1_4,/zh_tw/tour/taipeilist
User6,162915,GL1_4,/zh_tw/tour/taipeilist
User6,162915,GL5_5,/zh_tw/tour/taipeilist
User6,162915,GL5_6,/zh_tw/tour/taipeilist
User6,162919,GL1_6,/zh_tw/tour/taipeilist
User6,162919,GL6_2,/zh_tw/tour/taipeilist
User6,162942,GL1_4,/zh_tw
User6,162942,GL5_5,/zh_tw
User6,162942,GL5_6,/zh_tw
User6,162948,GL2_13,/zh_tw
User6,162948,GL5_5,/zh_tw
User6,162948,GL5_6,/zh_tw
User6,162948,GL6_2,/zh_tw
User6,162950,GL2_13,/zh_tw
User6,162950,GL5_5,/zh_tw
User6,162950,GL5_6,/zh_tw
User6,162950,GL6_2,/zh_tw
User6,162953,GL1_5,/zh_tw/information/trafficlist
User6,162956,GL2_13,/zh_tw/information/trafficlist
User6,162956,GL5_5,/zh_tw/information/trafficlist
User6,162956,GL5_6,/zh_tw/information/trafficlist
User6,162956,GL6_2,/zh_tw/information/trafficlist
User6,163036,GL1_5,/zh_tw/information/taoyuanairport
User6,163110,GL1_5,/zh_tw/information/taoyuanairport
User7,165323,GL1_4,/en/
User7,165323,GL5_5,/en/
User7,165323,GL5_6,/en/
User7,165329,GL2_9,/en/
User7,165329,GL6_2,/en/
User7,165348,GL1_4,/zh_tw
User7,165348,GL5_5,/zh_tw
User7,165348,GL5_6,/zh_tw
User7,165409,GL1_4,/zh_tw
User7,165409,GL5_5,/zh_tw
User7,165409,GL5_6,/zh_tw
User7,165411,GL1_3,/zh_tw
User7,165411,GL6_2,/zh_tw
User7,165429,GL1_4,/zh_tw
User7,165429,GL5_5,/zh_tw
User7,165429,GL5_6,/zh_tw
User7,165438,GL2_13,/zh_tw
User7,165438,GL5_5,/zh_tw
User7,165438,GL5_6,/zh_tw
User7,165438,GL6_2,/zh_tw
User7,165449,GL1_4,/zh_tw
User7,165455,GL2_13,/zh_tw
User7,165455,GL5_5,/zh_tw
User7,165455,GL5_6,/zh_tw
User7,165455,GL6_2,/zh_tw
User7,165458,GL1_5,/zh_tw/search
User7,165531,GL1_4,/zh_tw/search
User7,165531,GL5_5,/zh_tw/search
User7,165531,GL5_6,/zh_tw/search
User7,165538,GL2_13,/zh_tw/search
User7,165538,GL5_5,/zh_tw/search
User7,165538,GL5_6,/zh_tw/search
User7,165538,GL6_2,/zh_tw/search
User7,165540,GL2_13,/zh_tw/search
User7,165540,GL5_5,/zh_tw/search
User7,165540,GL5_6,/zh_tw/search
User7,165540,GL6_2,/zh_tw/search
User7,165544,GL2_13,/zh_tw/information/trafficlist
User7,165544,GL5_5,/zh_tw/information/trafficlist
User7,165544,GL5_6,/zh_tw/information/trafficlist
User7,165544,GL6_2,/zh_tw/information/trafficlist
User7,165547,GL1_5,/zh_tw/information/taoyuanairport
User8,200959,GL1_4,/en/
User8,200959,GL5_5,/en/
User8,200959,GL5_6,/en/
User8,201001,GL2_9,/en/
User8,201001,GL6_2,/en/
User8,201022,GL1_4,/zh_tw
User8,201022,GL5_5,/zh_tw
User8,201022,GL5_6,/zh_tw
User8,201055,GL1_4,/zh_tw
User8,201055,GL5_5,/zh_tw
User8,201055,GL5_6,/zh_tw
User8,201056,GL2_6,/zh_tw
User8,201109,GL1_4,/zh_tw
User8,201109,GL5_5,/zh_tw
User8,201109,GL5_6,/zh_tw
User8,201117,GL2_13,/zh_tw
User8,201117,GL5_5,/zh_tw
User8,201117,GL5_6,/zh_tw
User8,201117,GL6_2,/zh_tw
User8,201119,GL2_13,/zh_tw
User8,201119,GL5_5,/zh_tw
User8,201119,GL5_6,/zh_tw
User8,201119,GL6_2,/zh_tw
User8,201123,GL1_5,/zh_tw/information/trafficlist
User8,201125,GL2_13,/zh_tw/information/trafficlist
User8,201125,GL5_5,/zh_tw/information/trafficlist
User8,201125,GL5_6,/zh_tw/information/trafficlist
User8,201125,GL6_2,/zh_tw/information/trafficlist
User8,201129,GL1_5,/zh_tw/information/taoyuanairport
User8,201241,GL1_5,/zh_tw/information/taoyuanairport
User9,130259,GL5_6,/en/
User9,130259,GL5_5,/en/
User9,130259,GL1_4,/en/
User9,130302,GL6_2,/en/
User9,130302,GL2_9,/en/
User9,130329,GL5_6,/zh_tw
User9,130329,GL5_5,/zh_tw
User9,130329,GL1_4,/zh_tw
User9,130334,GL2_14,/zh_tw
User9,130334,GL2_14,/zh_tw
User9,130334,GL2_14,/zh_tw
User9,130337,GL5_6,/zh_tw
User9,130337,GL5_5,/zh_tw
User9,130337,GL1_4,/zh_tw
User9,130339,GL6_2,/zh_tw
User9,130339,GL1_3,/zh_tw
User9,130343,GL2_6,/zh_tw
User9,130354,GL5_6,/zh_tw
User9,130354,GL5_5,/zh_tw
User9,130354,GL1_4,/zh_tw
User9,130403,GL6_2,/zh_tw
User9,130403,GL5_6,/zh_tw
User9,130403,GL5_5,/zh_tw
User9,130403,GL2_13,/zh_tw
User9,130405,GL6_2,/zh_tw
User9,130405,GL5_6,/zh_tw
User9,130405,GL5_5,/zh_tw
User9,130405,GL2_13,/zh_tw
User9,130408,GL1_5,/zh_tw/information/trafficlist
User9,130411,GL6_2,/zh_tw/information/trafficlist
User9,130411,GL5_6,/zh_tw/information/trafficlist
User9,130411,GL5_5,/zh_tw/information/trafficlist
User9,130411,GL2_13,/zh_tw/information/trafficlist
User9,130414,GL1_5,/zh_tw/information/taoyuanairport
User9,130422,GL1_5,/zh_tw/information/taoyuanairport
User9,130425,GL5_6,/zh_tw/information/taoyuanairport
User9,130425,GL5_5,/zh_tw/information/taoyuanairport
User9,130425,GL1_4,/zh_tw/information/taoyuanairport
User9,130426,GL1_4,/zh_tw/information/taoyuanairport
User9,130431,GL6_2,/zh_tw/information/taoyuanairport
User9,130431,GL5_6,/zh_tw/information/taoyuanairport
User9,130431,GL5_5,/zh_tw/information/taoyuanairport
User9,130431,GL2_13,/zh_tw/information/taoyuanairport
User9,130434,GL6_2,/zh_tw/information/taoyuanairport
User9,130434,GL5_6,/zh_tw/information/taoyuanairport
User9,130434,GL5_5,/zh_tw/information/taoyuanairport
User9,130434,GL2_13,/zh_tw/information/taoyuanairport
User9,130450,GL1_5,/zh_tw/information/trafficlist
User9,130451,GL5_6,/zh_tw/information/trafficlist
User9,130451,GL5_5,/zh_tw/information/trafficlist
User9,130451,GL1_4,/zh_tw/information/trafficlist
User9,130455,GL1_4,/zh_tw/information/trafficlist
User9,130456,GL6_2,/zh_tw/information/trafficlist
User9,130456,GL5_6,/zh_tw/information/trafficlist
User9,130456,GL5_5,/zh_tw/information/trafficlist
User9,130456,GL2_13,/zh_tw/information/trafficlist
User9,130459,GL1_4,/zh_tw/information/trafficlist
User9,130502,GL6_2,/zh_tw/information/trafficlist
User9,130502,GL5_6,/zh_tw/information/trafficlist
User9,130502,GL5_5,/zh_tw/information/trafficlist
User9,130502,GL2_13,/zh_tw/information/trafficlist
User9,130506,GL1_4,/zh_tw/information/trafficlist
User9,130509,GL6_2,/zh_tw/information/trafficlist
User9,130509,GL5_6,/zh_tw/information/trafficlist
User9,130509,GL5_5,/zh_tw/information/trafficlist
User9,130509,GL2_13,/zh_tw/information/trafficlist
User9,130511,GL1_4,/zh_tw/information/trafficlist
User9,130512,GL1_5,/zh_tw/information/trafficlist
User9,130513,GL6_2,/zh_tw/information/trafficlist
User9,130513,GL5_6,/zh_tw/information/trafficlist
User9,130513,GL5_5,/zh_tw/information/trafficlist
User9,130513,GL2_13,/zh_tw/information/trafficlist
User9,130515,GL6_2,/zh_tw/information/trafficlist
User9,130515,GL5_6,/zh_tw/information/trafficlist
User9,130515,GL5_5,/zh_tw/information/trafficlist
User9,130515,GL2_13,/zh_tw/information/trafficlist
User9,130517,GL6_2,/zh_tw/information/trafficlist
User9,130517,GL5_6,/zh_tw/information/trafficlist
User9,130517,GL5_5,/zh_tw/information/trafficlist
User9,130517,GL2_13,/zh_tw/information/trafficlist
User9,130518,GL1_4,/zh_tw/information/trafficlist
User9,130518,GL6_2,/zh_tw/information/trafficlist
User9,130518,GL5_6,/zh_tw/information/trafficlist
User9,130518,GL5_5,/zh_tw/information/trafficlist
User9,130518,GL2_13,/zh_tw/information/trafficlist
User9,130523,GL6_2,/zh_tw/information/trafficlist
User9,130523,GL5_6,/zh_tw/information/trafficlist
User9,130523,GL5_5,/zh_tw/information/trafficlist
User9,130523,GL2_13,/zh_tw/information/trafficlist
User9,130525,GL6_2,/zh_tw/information/trafficlist
User9,130525,GL5_6,/zh_tw/information/trafficlist
User9,130525,GL5_5,/zh_tw/information/trafficlist
User9,130525,GL2_13,/zh_tw/information/trafficlist
User9,130531,GL1_5,/zh_tw/information/trafficlist
User9,130534,GL6_2,/zh_tw/information/trafficlist
User9,130534,GL5_6,/zh_tw/information/trafficlist
User9,130534,GL5_5,/zh_tw/information/trafficlist
User9,130534,GL2_13,/zh_tw/information/trafficlist
User9,130537,GL1_5,/zh_tw/information/taoyuanairport
User9,130601,GL1_5,/zh_tw/information/taoyuanairport
User9,130621,GL6_2,/zh_tw/information/taoyuanairport
User9,130621,GL1_3,/zh_tw/information/taoyuanairport
User9,130633,GL6_2,/zh_tw
User9,130633,GL5_6,/zh_tw
User9,130633,GL5_5,/zh_tw
User9,130633,GL2_13,/zh_tw
User9,130636,GL6_2,/zh_tw
User9,130636,GL5_6,/zh_tw
User9,130636,GL5_5,/zh_tw
User9,130636,GL2_13,/zh_tw
User9,130643,GL6_2,/zh_tw/information/trafficlist
User9,130643,GL5_6,/zh_tw/information/trafficlist
User9,130643,GL5_5,/zh_tw/information/trafficlist
User9,130643,GL2_13,/zh_tw/information/trafficlist
User9,130653,GL1_5,/zh_tw/information/taxi
User9,130656,GL5_6,/zh_tw/information/taxi
User9,130656,GL5_5,/zh_tw/information/taxi
User9,130656,GL1_4,/zh_tw/information/taxi
User9,130657,GL1_4,/zh_tw/information/taxi
User9,130703,GL6_2,/zh_tw/information/taxi
User9,130703,GL5_6,/zh_tw/information/taxi
User9,130703,GL5_5,/zh_tw/information/taxi
User9,130703,GL2_13,/zh_tw/information/taxi
User9,130708,GL6_2,/zh_tw/information/taxi
User9,130708,GL5_6,/zh_tw/information/taxi
User9,130708,GL5_5,/zh_tw/information/taxi
User9,130708,GL2_13,/zh_tw/information/taxi
User9,130715,GL1_5,/zh_tw/information/servicelist
User9,130716,GL5_6,/zh_tw/information/servicelist
User9,130716,GL5_5,/zh_tw/information/servicelist
User9,130716,GL1_4,/zh_tw/information/servicelist
User9,130718,GL6_2,/zh_tw/information/servicelist
User9,130718,GL5_6,/zh_tw/information/servicelist
User9,130718,GL5_5,/zh_tw/information/servicelist
User9,130718,GL2_13,/zh_tw/information/servicelist
User9,130745,GL1_5,/zh_tw/information/trafficlist
User9,130752,GL1_5,/zh_tw/information/trafficlist
User9,130808,GL6_2,/zh_tw/information/trafficlist
User9,130808,GL5_6,/zh_tw/information/trafficlist
User9,130808,GL5_5,/zh_tw/information/trafficlist
User9,130808,GL2_13,/zh_tw/information/trafficlist
User9,130827,GL6_2,/zh_tw/information/taxi
User9,130827,GL1_7,/zh_tw/information/taxi
